lead_id,fecha_contacto,canal_origen,producto_interesado,ejecutivo_asignado_id,estado_lead
1298,2025-06-05,Call center,Cuenta sueldo,6,Nuevo
1299,2025-05-29,App,Cuenta sueldo,3,Perdido
1300,2025-06-20,App,Cuenta sueldo,6,En gestión
1301,2025-05-15,Web,Tarjeta de crédito,3,Convertido
1302,2025-05-15,Call center,Tarjeta de crédito,16,En gestión
1303,2025-06-09,Web,Cuenta sueldo,18,En gestión
1304,2025-05-22,Call center,Préstamo personal,16,En gestión
1305,2025-04-13,Presencial,Préstamo personal,3,Convertido
1306,2025-06-04,Presencial,Préstamo personal,5,Convertido
1307,2025-04-11,Call center,Préstamo personal,12,Nuevo
1308,2025-06-13,Presencial,Tarjeta de crédito,12,Convertido
1309,2025-05-06,App,Préstamo personal,1,Nuevo
1310,2025-05-17,Presencial,Préstamo personal,7,Nuevo
1311,2025-04-05,Presencial,Tarjeta de crédito,4,Perdido
1312,2025-05-29,Presencial,Préstamo personal,1,Convertido
1313,2025-04-05,Call center,Tarjeta de crédito,2,Perdido
1314,2025-04-26,Presencial,Tarjeta de crédito,2,Perdido
1315,2025-06-02,Web,Préstamo personal,16,Perdido
1316,2025-05-11,Call center,Tarjeta de crédito,6,En gestión
1317,2025-06-20,Web,Cuenta sueldo,12,Nuevo
1318,2025-05-25,App,Préstamo personal,6,Convertido
1319,2025-05-31,Web,Cuenta sueldo,15,Convertido
1320,2025-05-02,Presencial,Cuenta sueldo,20,Convertido
1321,2025-06-08,App,Préstamo personal,12,Convertido
1322,2025-06-09,Web,Cuenta sueldo,7,Convertido
1323,2025-06-01,Web,Tarjeta de crédito,20,Nuevo
1324,2025-06-28,Call center,Cuenta sueldo,1,En gestión
1325,2025-06-26,Presencial,Cuenta sueldo,11,En gestión
1326,2025-05-18,Web,Préstamo personal,15,Nuevo
1327,2025-06-24,Web,Cuenta sueldo,3,Nuevo
1328,2025-04-15,Web,Cuenta sueldo,1,En gestión
1329,2025-06-26,Presencial,Tarjeta de crédito,3,Convertido
1330,2025-05-20,App,Préstamo personal,5,En gestión
1331,2025-05-18,Call center,Préstamo personal,10,Nuevo
1332,2025-06-10,App,Préstamo personal,11,En gestión
1333,2025-05-18,App,Tarjeta de crédito,7,Nuevo
1334,2025-04-29,Presencial,Tarjeta de crédito,15,En gestión
1335,2025-04-10,Call center,Tarjeta de crédito,19,En gestión
1336,2025-05-10,Call center,Préstamo personal,6,Nuevo
1337,2025-04-08,Call center,Cuenta sueldo,18,Convertido
1338,2025-04-21,Presencial,Cuenta sueldo,11,Convertido
1339,2025-05-04,App,Tarjeta de crédito,7,En gestión
1340,2025-05-12,Web,Cuenta sueldo,17,Convertido
1341,2025-06-27,Presencial,Tarjeta de crédito,19,En gestión
1342,2025-04-26,Web,Tarjeta de crédito,4,Convertido
1343,2025-05-25,Call center,Tarjeta de crédito,11,En gestión
1344,2025-05-01,Web,Cuenta sueldo,12,En gestión
1345,2025-04-28,Call center,Préstamo personal,6,Convertido
1346,2025-04-04,Call center,Préstamo personal,13,En gestión
1347,2025-05-05,App,Tarjeta de crédito,12,Convertido
1348,2025-04-10,App,Préstamo personal,4,En gestión
1349,2025-05-04,Presencial,Préstamo personal,13,Convertido
1350,2025-05-15,Presencial,Préstamo personal,17,Nuevo
1351,2025-04-28,App,Cuenta sueldo,11,Convertido
1352,2025-06-12,App,Tarjeta de crédito,15,En gestión
1353,2025-04-07,Call center,Cuenta sueldo,5,En gestión
1354,2025-05-04,App,Tarjeta de crédito,10,Nuevo
1355,2025-06-07,App,Cuenta sueldo,14,Nuevo
1356,2025-06-14,App,Cuenta sueldo,18,Convertido
1357,2025-05-28,Call center,Préstamo personal,7,Perdido
1358,2025-06-10,Call center,Tarjeta de crédito,8,Convertido
1359,2025-06-02,App,Tarjeta de crédito,11,Convertido
1360,2025-06-28,Call center,Préstamo personal,13,Convertido
1361,2025-05-19,App,Cuenta sueldo,12,En gestión
1362,2025-04-17,Web,Préstamo personal,20,Convertido
1363,2025-05-05,App,Tarjeta de crédito,7,Nuevo
1364,2025-05-01,Presencial,Tarjeta de crédito,3,En gestión
1365,2025-04-19,App,Tarjeta de crédito,5,En gestión
1366,2025-04-29,Call center,Préstamo personal,16,Nuevo
1367,2025-04-16,Call center,Cuenta sueldo,6,En gestión
1368,2025-06-03,Web,Tarjeta de crédito,3,En gestión
1369,2025-04-06,Web,Préstamo personal,13,Convertido
1370,2025-05-03,Call center,Préstamo personal,15,Nuevo
1371,2025-06-05,Call center,Tarjeta de crédito,2,En gestión
1372,2025-05-15,Presencial,Préstamo personal,4,Convertido
1373,2025-04-23,Presencial,Tarjeta de crédito,11,Convertido
1374,2025-05-17,App,Tarjeta de crédito,18,Convertido
1375,2025-06-12,Web,Tarjeta de crédito,19,En gestión
1376,2025-05-07,Call center,Tarjeta de crédito,2,En gestión
1377,2025-06-12,Web,Cuenta sueldo,16,En gestión
1378,2025-05-21,Web,Préstamo personal,12,En gestión
1379,2025-06-25,Presencial,Préstamo personal,10,Convertido
1380,2025-06-28,Presencial,Tarjeta de crédito,14,Nuevo
1381,2025-04-04,Presencial,Tarjeta de crédito,2,Convertido
1382,2025-06-24,Web,Préstamo personal,4,Nuevo
1383,2025-04-19,App,Préstamo personal,16,En gestión
1384,2025-06-06,Presencial,Tarjeta de crédito,15,Convertido
1385,2025-06-25,Web,Cuenta sueldo,11,En gestión
1386,2025-04-17,App,Préstamo personal,4,En gestión
1387,2025-06-14,Web,Tarjeta de crédito,10,En gestión
1388,2025-04-27,Web,Cuenta sueldo,9,Convertido
1389,2025-06-27,App,Préstamo personal,9,Perdido
1390,2025-04-05,App,Préstamo personal,2,En gestión
1391,2025-06-19,Call center,Cuenta sueldo,14,En gestión
1392,2025-04-13,App,Tarjeta de crédito,17,Convertido
1393,2025-04-19,Web,Tarjeta de crédito,7,Nuevo
1394,2025-04-26,Call center,Préstamo personal,5,En gestión
1395,2025-06-25,Call center,Préstamo personal,11,Nuevo
1396,2025-04-13,App,Cuenta sueldo,11,En gestión
1397,2025-05-16,Presencial,Préstamo personal,20,Convertido
1398,2025-05-19,Call center,Préstamo personal,1,En gestión
1399,2025-05-21,Presencial,Tarjeta de crédito,15,Nuevo
1400,2025-05-12,Call center,Cuenta sueldo,18,Convertido
1401,2025-04-22,Web,Préstamo personal,16,Convertido
1402,2025-05-28,Presencial,Tarjeta de crédito,15,Convertido
1403,2025-06-29,App,Préstamo personal,12,Convertido
1404,2025-05-06,Call center,Cuenta sueldo,13,Perdido
1405,2025-05-28,App,Tarjeta de crédito,20,Perdido
1406,2025-04-25,Web,Cuenta sueldo,13,En gestión
1407,2025-05-20,Web,Préstamo personal,10,Nuevo
1408,2025-04-29,App,Préstamo personal,13,Convertido
1409,2025-04-24,Presencial,Préstamo personal,4,Convertido
1410,2025-05-24,Call center,Cuenta sueldo,13,En gestión
1411,2025-06-01,Call center,Tarjeta de crédito,15,Nuevo
1412,2025-06-25,App,Tarjeta de crédito,10,Nuevo
1413,2025-06-28,Presencial,Tarjeta de crédito,6,Convertido
1414,2025-05-01,Call center,Tarjeta de crédito,14,Nuevo
1415,2025-04-30,Web,Préstamo personal,8,Nuevo
1416,2025-05-07,Web,Préstamo personal,19,Convertido
1417,2025-06-28,App,Cuenta sueldo,19,Convertido
1418,2025-04-16,Call center,Préstamo personal,17,Convertido
1419,2025-05-26,Presencial,Préstamo personal,8,Nuevo
1420,2025-04-19,App,Tarjeta de crédito,5,En gestión
1421,2025-05-16,Web,Cuenta sueldo,19,En gestión
1422,2025-06-27,App,Préstamo personal,20,En gestión
1423,2025-04-28,App,Cuenta sueldo,15,Convertido
1424,2025-05-03,Presencial,Cuenta sueldo,8,En gestión
1425,2025-05-01,Web,Cuenta sueldo,2,Convertido
1426,2025-05-12,Web,Tarjeta de crédito,9,Convertido
1427,2025-05-06,Web,Tarjeta de crédito,16,Convertido
1428,2025-05-03,Web,Tarjeta de crédito,13,Convertido
1429,2025-04-22,Web,Cuenta sueldo,9,Convertido
1430,2025-04-09,Call center,Préstamo personal,11,Nuevo
1431,2025-06-07,App,Tarjeta de crédito,7,En gestión
1432,2025-04-09,Presencial,Préstamo personal,3,En gestión
1433,2025-06-07,Call center,Cuenta sueldo,9,En gestión
1434,2025-05-14,Call center,Tarjeta de crédito,15,Convertido
1435,2025-05-21,Presencial,Cuenta sueldo,8,Convertido
1436,2025-04-26,App,Préstamo personal,10,En gestión
1437,2025-06-22,Call center,Préstamo personal,10,Nuevo
1438,2025-06-19,App,Cuenta sueldo,20,En gestión
1439,2025-06-21,Call center,Tarjeta de crédito,8,Nuevo
1440,2025-05-05,App,Préstamo personal,10,Nuevo
1441,2025-06-15,Web,Tarjeta de crédito,12,Convertido
1442,2025-05-26,App,Tarjeta de crédito,5,Convertido
1443,2025-05-06,Call center,Préstamo personal,6,Convertido
1444,2025-05-05,Web,Tarjeta de crédito,8,En gestión
1445,2025-05-13,App,Cuenta sueldo,9,Convertido
1446,2025-05-13,Call center,Préstamo personal,1,Convertido
1447,2025-06-20,App,Préstamo personal,7,En gestión
1448,2025-04-28,Web,Tarjeta de crédito,4,Perdido
1449,2025-05-21,Web,Tarjeta de crédito,18,Perdido
1450,2025-06-16,Web,Cuenta sueldo,15,Convertido
1451,2025-05-11,App,Cuenta sueldo,15,Nuevo
1452,2025-04-20,Presencial,Préstamo personal,9,Nuevo
1453,2025-05-19,App,Préstamo personal,3,Perdido
1454,2025-04-03,App,Préstamo personal,10,Nuevo
1455,2025-04-05,App,Cuenta sueldo,19,Convertido
1456,2025-06-06,Web,Cuenta sueldo,16,Nuevo
1457,2025-04-11,Web,Tarjeta de crédito,7,Nuevo
1458,2025-05-09,App,Préstamo personal,16,En gestión
1459,2025-06-07,Web,Préstamo personal,14,Convertido
1460,2025-04-05,App,Préstamo personal,20,Convertido
1461,2025-06-17,Call center,Préstamo personal,9,En gestión
1462,2025-05-10,App,Tarjeta de crédito,17,En gestión
1463,2025-05-16,Presencial,Préstamo personal,10,En gestión
1464,2025-06-27,App,Tarjeta de crédito,9,Convertido
1465,2025-04-23,App,Tarjeta de crédito,1,En gestión
1466,2025-06-08,Call center,Tarjeta de crédito,6,Nuevo
1467,2025-06-10,Call center,Préstamo personal,10,Nuevo
1468,2025-05-20,Call center,Tarjeta de crédito,18,Convertido
1469,2025-06-18,App,Cuenta sueldo,10,Convertido
1470,2025-05-09,App,Préstamo personal,5,En gestión
1471,2025-05-16,App,Tarjeta de crédito,6,Convertido
1472,2025-05-29,Call center,Préstamo personal,9,En gestión
1473,2025-06-04,Presencial,Tarjeta de crédito,10,En gestión
1474,2025-05-09,Presencial,Tarjeta de crédito,12,Convertido
1475,2025-04-07,Call center,Cuenta sueldo,13,Nuevo
1476,2025-05-14,Call center,Tarjeta de crédito,5,Perdido
1477,2025-05-17,Presencial,Cuenta sueldo,7,En gestión
1478,2025-05-18,Presencial,Tarjeta de crédito,12,Nuevo
1479,2025-04-10,Call center,Tarjeta de crédito,11,Convertido
1480,2025-04-04,Presencial,Cuenta sueldo,3,En gestión
1481,2025-06-08,Presencial,Préstamo personal,16,Perdido
1482,2025-04-16,Call center,Cuenta sueldo,13,Convertido
1483,2025-04-29,Presencial,Préstamo personal,19,En gestión
1484,2025-04-03,Web,Cuenta sueldo,11,En gestión
1485,2025-05-07,Presencial,Tarjeta de crédito,10,Nuevo
1486,2025-06-14,App,Préstamo personal,3,En gestión
1487,2025-06-18,Call center,Cuenta sueldo,5,Convertido
1488,2025-06-05,Presencial,Préstamo personal,17,Convertido
1489,2025-05-20,Presencial,Tarjeta de crédito,15,Convertido
1490,2025-04-29,Presencial,Cuenta sueldo,9,En gestión
1491,2025-06-17,Web,Cuenta sueldo,4,Convertido
1492,2025-06-26,Web,Préstamo personal,12,Nuevo
1493,2025-06-08,Call center,Cuenta sueldo,17,Convertido
1494,2025-05-11,Web,Préstamo personal,3,Convertido
1495,2025-04-19,App,Préstamo personal,3,Convertido
1496,2025-06-05,Call center,Tarjeta de crédito,15,En gestión
1497,2025-04-05,App,Préstamo personal,11,Nuevo
1498,2025-06-27,Presencial,Tarjeta de crédito,17,Convertido
1499,2025-06-16,Presencial,Cuenta sueldo,20,Convertido
1500,2025-06-04,Call center,Cuenta sueldo,9,Convertido
1501,2025-04-27,App,Préstamo personal,12,Convertido
1502,2025-06-07,App,Tarjeta de crédito,6,Nuevo
1503,2025-06-20,Web,Cuenta sueldo,18,En gestión
1504,2025-04-22,Web,Tarjeta de crédito,11,Perdido
1505,2025-05-28,App,Cuenta sueldo,10,Nuevo
1506,2025-04-04,Presencial,Cuenta sueldo,7,Convertido
1507,2025-06-16,Call center,Cuenta sueldo,13,Nuevo
1508,2025-05-13,App,Tarjeta de crédito,2,En gestión
1509,2025-05-21,Call center,Cuenta sueldo,7,Convertido
1510,2025-04-24,Web,Cuenta sueldo,7,Nuevo
1511,2025-06-10,Call center,Préstamo personal,20,En gestión
1512,2025-05-29,Presencial,Tarjeta de crédito,7,En gestión
1513,2025-06-02,Web,Préstamo personal,12,En gestión
1514,2025-04-06,Web,Tarjeta de crédito,1,Nuevo
1515,2025-06-27,Call center,Tarjeta de crédito,4,En gestión
1516,2025-05-10,Presencial,Cuenta sueldo,14,Perdido
1517,2025-05-17,Presencial,Cuenta sueldo,3,Convertido
1518,2025-04-12,Web,Tarjeta de crédito,11,Nuevo
1519,2025-06-24,App,Cuenta sueldo,19,Nuevo
1520,2025-05-24,App,Cuenta sueldo,16,Convertido
1521,2025-04-28,Presencial,Tarjeta de crédito,20,En gestión
1522,2025-06-27,App,Tarjeta de crédito,6,Nuevo
1523,2025-05-14,App,Préstamo personal,6,En gestión
1524,2025-06-24,Web,Cuenta sueldo,1,En gestión
1525,2025-06-15,Presencial,Tarjeta de crédito,12,Perdido
1526,2025-06-06,Presencial,Préstamo personal,11,Nuevo
1527,2025-05-05,Web,Tarjeta de crédito,1,Convertido
1528,2025-05-07,Call center,Cuenta sueldo,18,En gestión
1529,2025-06-24,App,Cuenta sueldo,4,Nuevo
1530,2025-06-01,App,Cuenta sueldo,14,Perdido
1531,2025-04-16,Web,Tarjeta de crédito,15,Perdido
1532,2025-05-15,Call center,Cuenta sueldo,20,Convertido
1533,2025-06-25,Presencial,Cuenta sueldo,11,Convertido
1534,2025-05-21,Call center,Préstamo personal,19,Nuevo
1535,2025-04-01,App,Préstamo personal,5,Convertido
1536,2025-06-10,Web,Préstamo personal,13,En gestión
1537,2025-06-14,Web,Cuenta sueldo,8,En gestión
1538,2025-05-21,Presencial,Tarjeta de crédito,15,Convertido
1539,2025-04-29,App,Tarjeta de crédito,14,En gestión
1540,2025-04-24,App,Préstamo personal,2,Convertido
1541,2025-04-26,Web,Cuenta sueldo,2,Convertido
1542,2025-04-02,Call center,Tarjeta de crédito,7,Convertido
1543,2025-05-10,Call center,Cuenta sueldo,15,Convertido
1544,2025-06-29,Presencial,Tarjeta de crédito,6,En gestión
1545,2025-06-26,Call center,Préstamo personal,15,Convertido
1546,2025-04-18,Presencial,Tarjeta de crédito,1,Perdido
1547,2025-05-21,App,Cuenta sueldo,8,Perdido
1548,2025-06-10,Web,Cuenta sueldo,18,Convertido
1549,2025-06-02,Call center,Tarjeta de crédito,18,Perdido
1550,2025-04-04,Web,Préstamo personal,6,En gestión
1551,2025-04-17,App,Cuenta sueldo,8,Convertido
1552,2025-06-11,App,Préstamo personal,17,Convertido
1553,2025-05-17,App,Préstamo personal,17,Nuevo
1554,2025-06-16,App,Cuenta sueldo,6,Convertido
1555,2025-04-11,App,Préstamo personal,20,En gestión
1556,2025-05-13,App,Tarjeta de crédito,2,Perdido
1557,2025-04-04,Call center,Tarjeta de crédito,13,Perdido
1558,2025-05-25,Call center,Tarjeta de crédito,15,En gestión
1559,2025-06-12,Presencial,Cuenta sueldo,3,En gestión
1560,2025-04-23,Presencial,Cuenta sueldo,20,Convertido
1561,2025-05-21,App,Cuenta sueldo,16,Convertido
1562,2025-06-16,App,Préstamo personal,14,En gestión
1563,2025-06-23,App,Cuenta sueldo,12,Nuevo
1564,2025-04-04,Presencial,Cuenta sueldo,13,Nuevo
1565,2025-04-14,App,Cuenta sueldo,15,Nuevo
1566,2025-05-01,Presencial,Tarjeta de crédito,1,Convertido
1567,2025-04-29,App,Préstamo personal,15,En gestión
1568,2025-06-23,Web,Préstamo personal,20,En gestión
1569,2025-06-25,Web,Préstamo personal,11,Convertido
1570,2025-04-10,Presencial,Cuenta sueldo,15,En gestión
1571,2025-04-04,App,Préstamo personal,16,Convertido
1572,2025-05-12,Presencial,Cuenta sueldo,16,Convertido
1573,2025-06-17,Web,Tarjeta de crédito,9,Perdido
1574,2025-05-31,Presencial,Tarjeta de crédito,9,Perdido
1575,2025-05-29,Web,Cuenta sueldo,4,Convertido
1576,2025-05-04,Presencial,Cuenta sueldo,16,Convertido
1577,2025-06-13,Call center,Cuenta sueldo,20,Nuevo
1578,2025-04-19,Web,Préstamo personal,4,Nuevo
1579,2025-05-25,App,Tarjeta de crédito,19,Convertido
1580,2025-04-19,Call center,Préstamo personal,2,En gestión
1581,2025-06-20,Call center,Tarjeta de crédito,19,Convertido
1582,2025-06-12,Call center,Préstamo personal,1,En gestión
1583,2025-06-26,App,Cuenta sueldo,11,Nuevo
1584,2025-05-24,Call center,Cuenta sueldo,15,Convertido
1585,2025-06-06,App,Tarjeta de crédito,15,Convertido
1586,2025-04-25,App,Cuenta sueldo,18,Convertido
1587,2025-04-27,App,Tarjeta de crédito,3,En gestión
1588,2025-05-12,App,Tarjeta de crédito,10,Nuevo
1589,2025-06-11,Web,Préstamo personal,13,En gestión
1590,2025-05-19,Call center,Préstamo personal,6,Convertido
1591,2025-06-01,Call center,Tarjeta de crédito,6,Perdido
1592,2025-05-20,Presencial,Cuenta sueldo,4,Nuevo
1593,2025-06-19,Presencial,Préstamo personal,18,En gestión
1594,2025-04-21,App,Tarjeta de crédito,20,Convertido
1595,2025-05-21,Call center,Tarjeta de crédito,5,Convertido
1596,2025-04-01,Presencial,Préstamo personal,19,Perdido
1597,2025-05-29,Presencial,Cuenta sueldo,15,Convertido
1598,2025-04-16,App,Préstamo personal,8,En gestión
1599,2025-06-23,App,Tarjeta de crédito,7,Nuevo
1600,2025-06-01,Presencial,Cuenta sueldo,1,Convertido
1601,2025-06-22,App,Tarjeta de crédito,6,Convertido
1602,2025-04-18,Presencial,Tarjeta de crédito,14,En gestión
1603,2025-04-03,App,Tarjeta de crédito,18,En gestión
1604,2025-06-28,App,Tarjeta de crédito,8,Convertido
1605,2025-05-13,Presencial,Cuenta sueldo,20,En gestión
1606,2025-06-02,Presencial,Préstamo personal,18,Convertido
1607,2025-05-02,Call center,Tarjeta de crédito,19,En gestión
1608,2025-06-21,App,Cuenta sueldo,18,En gestión
1609,2025-04-27,Web,Tarjeta de crédito,16,Convertido
1610,2025-04-19,Web,Préstamo personal,9,Convertido
1611,2025-06-13,Call center,Tarjeta de crédito,5,Perdido
1612,2025-05-18,App,Préstamo personal,15,En gestión
1613,2025-04-22,Presencial,Tarjeta de crédito,8,Convertido
1614,2025-06-13,App,Préstamo personal,19,En gestión
1615,2025-04-15,Web,Préstamo personal,2,Convertido
1616,2025-05-19,Call center,Préstamo personal,6,Convertido
1617,2025-05-07,Web,Préstamo personal,16,Convertido
1618,2025-06-07,Call center,Tarjeta de crédito,13,Convertido
1619,2025-05-12,Web,Tarjeta de crédito,12,Nuevo
1620,2025-05-26,Call center,Tarjeta de crédito,16,Nuevo
1621,2025-05-30,Presencial,Tarjeta de crédito,7,En gestión
1622,2025-06-25,Web,Tarjeta de crédito,15,Convertido
1623,2025-06-08,Web,Préstamo personal,12,Nuevo
1624,2025-05-25,Web,Préstamo personal,1,Nuevo
1625,2025-06-01,Call center,Tarjeta de crédito,1,Convertido
1626,2025-05-27,App,Préstamo personal,20,En gestión
1627,2025-04-28,App,Tarjeta de crédito,4,Convertido
1628,2025-05-15,App,Tarjeta de crédito,6,Convertido
1629,2025-06-20,Web,Préstamo personal,4,Convertido
1630,2025-04-06,App,Cuenta sueldo,16,Nuevo
1631,2025-04-30,App,Préstamo personal,11,Perdido
1632,2025-04-03,Call center,Tarjeta de crédito,4,Convertido
1633,2025-06-22,App,Cuenta sueldo,16,Nuevo
1634,2025-06-22,Call center,Cuenta sueldo,12,Nuevo
1635,2025-05-05,Call center,Préstamo personal,19,Nuevo
1636,2025-06-07,Web,Préstamo personal,11,Perdido
1637,2025-05-17,Call center,Préstamo personal,7,En gestión
1638,2025-05-29,App,Tarjeta de crédito,7,En gestión
1639,2025-06-06,Call center,Tarjeta de crédito,14,En gestión
1640,2025-05-17,Call center,Cuenta sueldo,16,Nuevo
1641,2025-06-10,Call center,Préstamo personal,13,En gestión
1642,2025-04-18,Presencial,Préstamo personal,2,Convertido
1643,2025-06-29,Presencial,Préstamo personal,19,Convertido
1644,2025-05-12,Presencial,Tarjeta de crédito,7,En gestión
1645,2025-05-15,Web,Préstamo personal,14,Convertido
1646,2025-06-17,Web,Cuenta sueldo,4,En gestión
1647,2025-06-22,App,Cuenta sueldo,11,Nuevo
1648,2025-04-02,App,Tarjeta de crédito,7,Convertido
1649,2025-05-15,Web,Tarjeta de crédito,1,Perdido
1650,2025-06-16,Presencial,Cuenta sueldo,13,Convertido
1651,2025-04-26,App,Préstamo personal,9,Convertido
1652,2025-05-20,Presencial,Tarjeta de crédito,1,En gestión
1653,2025-04-25,Call center,Tarjeta de crédito,9,Convertido
1654,2025-05-27,Presencial,Préstamo personal,1,Convertido
1655,2025-06-10,App,Cuenta sueldo,4,Nuevo
1656,2025-06-16,Call center,Cuenta sueldo,6,Convertido
1657,2025-05-27,Call center,Tarjeta de crédito,18,En gestión
1658,2025-05-15,Presencial,Cuenta sueldo,4,En gestión
1659,2025-05-09,App,Cuenta sueldo,18,Convertido
1660,2025-05-10,Web,Cuenta sueldo,8,Nuevo
1661,2025-05-09,Call center,Cuenta sueldo,3,Convertido
1662,2025-04-27,Presencial,Tarjeta de crédito,5,En gestión
1663,2025-06-02,Web,Préstamo personal,17,Convertido
1664,2025-05-01,Presencial,Cuenta sueldo,19,Nuevo
1665,2025-05-04,App,Tarjeta de crédito,9,Perdido
1666,2025-05-29,Presencial,Tarjeta de crédito,7,Perdido
1667,2025-05-27,Web,Tarjeta de crédito,13,Nuevo
1668,2025-05-02,Presencial,Préstamo personal,3,En gestión
1669,2025-05-10,App,Tarjeta de crédito,15,Nuevo
1670,2025-05-04,Call center,Cuenta sueldo,8,Convertido
1671,2025-04-15,Web,Cuenta sueldo,3,En gestión
1672,2025-06-16,Web,Préstamo personal,6,Convertido
1673,2025-05-02,Web,Tarjeta de crédito,1,Convertido
1674,2025-06-29,Web,Cuenta sueldo,2,Convertido
1675,2025-06-29,Call center,Préstamo personal,13,En gestión
1676,2025-04-21,Call center,Tarjeta de crédito,8,Convertido
1677,2025-05-13,App,Tarjeta de crédito,18,Convertido
1678,2025-06-17,Call center,Tarjeta de crédito,6,En gestión
1679,2025-06-05,Web,Tarjeta de crédito,10,Nuevo
1680,2025-04-09,Call center,Tarjeta de crédito,18,Convertido
1681,2025-05-28,Presencial,Cuenta sueldo,13,En gestión
1682,2025-05-23,Call center,Tarjeta de crédito,15,En gestión
1683,2025-06-29,Call center,Tarjeta de crédito,12,En gestión
1684,2025-04-15,Call center,Cuenta sueldo,17,En gestión
1685,2025-06-04,App,Préstamo personal,7,Convertido
1686,2025-05-12,Presencial,Tarjeta de crédito,18,Convertido
1687,2025-05-22,App,Tarjeta de crédito,4,Convertido
1688,2025-06-13,App,Cuenta sueldo,11,Convertido
1689,2025-05-18,Call center,Cuenta sueldo,15,Nuevo
1690,2025-04-06,App,Tarjeta de crédito,19,Convertido
1691,2025-06-20,Call center,Préstamo personal,7,Nuevo
1692,2025-04-18,Presencial,Tarjeta de crédito,8,Convertido
1693,2025-06-19,Presencial,Préstamo personal,20,Convertido
1694,2025-06-29,Web,Cuenta sueldo,1,Perdido
1695,2025-05-29,Web,Tarjeta de crédito,3,En gestión
1696,2025-04-25,Presencial,Cuenta sueldo,5,Perdido
1697,2025-04-13,Presencial,Cuenta sueldo,12,Convertido
1698,2025-06-20,App,Tarjeta de crédito,10,Nuevo
1699,2025-04-07,App,Cuenta sueldo,6,En gestión
