lead_id,fecha_contacto,canal_origen,producto_interesado,ejecutivo_asignado_id,estado_lead
794,2025-05-01,Call center,Tarjeta de crédito,3,Convertido
795,2025-04-24,Web,Cuenta sueldo,19,Nuevo
796,2025-06-27,Presencial,Préstamo personal,16,Convertido
797,2025-05-28,App,Tarjeta de crédito,16,Convertido
798,2025-06-24,Web,Tarjeta de crédito,1,Convertido
799,2025-04-28,Call center,Préstamo personal,18,Convertido
800,2025-06-15,Web,Préstamo personal,15,Perdido
801,2025-06-22,App,Cuenta sueldo,3,En gestión
802,2025-06-24,App,Préstamo personal,12,Perdido
803,2025-05-12,Call center,Tarjeta de crédito,13,Nuevo
804,2025-04-02,Web,Tarjeta de crédito,8,Convertido
805,2025-05-09,Presencial,Tarjeta de crédito,16,En gestión
806,2025-04-12,App,Cuenta sueldo,19,En gestión
807,2025-06-10,Presencial,Préstamo personal,17,Convertido
808,2025-05-09,Call center,Cuenta sueldo,12,Nuevo
809,2025-06-03,Call center,Tarjeta de crédito,10,En gestión
810,2025-05-23,Web,Tarjeta de crédito,6,En gestión
811,2025-06-10,Web,Cuenta sueldo,14,En gestión
812,2025-06-07,Web,Préstamo personal,17,Convertido
813,2025-04-27,Presencial,Cuenta sueldo,16,En gestión
814,2025-06-11,Presencial,Tarjeta de crédito,14,Convertido
815,2025-05-29,Call center,Cuenta sueldo,5,En gestión
816,2025-04-26,Call center,Cuenta sueldo,12,Convertido
817,2025-06-12,Call center,Tarjeta de crédito,11,Perdido
818,2025-05-20,App,Préstamo personal,7,Perdido
819,2025-06-16,Presencial,Cuenta sueldo,14,En gestión
820,2025-06-11,Call center,Préstamo personal,5,En gestión
821,2025-06-05,Call center,Préstamo personal,13,Nuevo
822,2025-04-16,Web,Cuenta sueldo,5,Nuevo
823,2025-06-13,Web,Préstamo personal,8,Nuevo
824,2025-05-13,Presencial,Tarjeta de crédito,20,Convertido
825,2025-06-15,Call center,Cuenta sueldo,20,Nuevo
826,2025-04-21,App,Cuenta sueldo,9,Convertido
827,2025-05-26,App,Préstamo personal,14,Nuevo
828,2025-04-12,Web,Préstamo personal,17,Convertido
829,2025-06-05,App,Cuenta sueldo,4,Nuevo
830,2025-05-20,Web,Tarjeta de crédito,7,Perdido
831,2025-04-29,Call center,Cuenta sueldo,20,Nuevo
832,2025-04-11,Web,Tarjeta de crédito,14,Convertido
833,2025-04-30,Call center,Cuenta sueldo,17,En gestión
834,2025-06-02,Web,Tarjeta de crédito,4,En gestión
835,2025-06-07,Presencial,Tarjeta de crédito,14,En gestión
836,2025-06-28,Web,Cuenta sueldo,2,Nuevo
837,2025-06-29,Presencial,Cuenta sueldo,10,En gestión
838,2025-04-25,Web,Tarjeta de crédito,6,En gestión
839,2025-04-30,Call center,Tarjeta de crédito,11,En gestión
840,2025-06-03,Web,Préstamo personal,1,Convertido
841,2025-06-02,Presencial,Préstamo personal,19,Convertido
842,2025-06-11,Web,Cuenta sueldo,5,Convertido
843,2025-06-11,App,Préstamo personal,15,Perdido
844,2025-05-02,Web,Préstamo personal,20,En gestión
845,2025-06-19,Call center,Cuenta sueldo,18,Convertido
846,2025-05-16,Presencial,Préstamo personal,12,Convertido
847,2025-06-13,Call center,Préstamo personal,17,Convertido
848,2025-06-03,App,Tarjeta de crédito,2,Perdido
849,2025-06-27,Web,Préstamo personal,7,Convertido
850,2025-04-17,App,Tarjeta de crédito,17,En gestión
851,2025-04-24,Call center,Tarjeta de crédito,20,En gestión
852,2025-05-07,App,Cuenta sueldo,6,Convertido
853,2025-05-17,Presencial,Tarjeta de crédito,8,En gestión
854,2025-06-01,Presencial,Préstamo personal,4,Nuevo
855,2025-04-22,Web,Préstamo personal,8,En gestión
856,2025-04-07,App,Tarjeta de crédito,5,En gestión
857,2025-06-13,Web,Préstamo personal,8,Perdido
858,2025-04-17,App,Préstamo personal,4,Nuevo
859,2025-05-13,Presencial,Préstamo personal,20,Perdido
860,2025-05-05,Presencial,Cuenta sueldo,18,En gestión
861,2025-06-23,App,Tarjeta de crédito,20,En gestión
862,2025-05-15,Web,Préstamo personal,1,Convertido
863,2025-04-26,Web,Préstamo personal,19,Nuevo
864,2025-04-05,Call center,Préstamo personal,9,Convertido
865,2025-06-01,Presencial,Cuenta sueldo,19,Convertido
866,2025-05-18,Call center,Cuenta sueldo,14,En gestión
867,2025-05-05,Call center,Cuenta sueldo,16,Nuevo
868,2025-04-29,App,Cuenta sueldo,7,Convertido
869,2025-06-10,Presencial,Cuenta sueldo,10,Nuevo
870,2025-04-21,App,Tarjeta de crédito,20,Nuevo
871,2025-04-14,App,Cuenta sueldo,14,En gestión
872,2025-04-29,Call center,Cuenta sueldo,17,Nuevo
873,2025-05-25,Web,Préstamo personal,4,En gestión
874,2025-05-12,Web,Cuenta sueldo,1,Convertido
875,2025-06-16,Presencial,Cuenta sueldo,20,Nuevo
876,2025-04-13,Web,Cuenta sueldo,18,Convertido
877,2025-04-12,Call center,Cuenta sueldo,10,En gestión
878,2025-04-17,App,Cuenta sueldo,2,Convertido
879,2025-05-05,Web,Préstamo personal,10,Nuevo
880,2025-06-19,Call center,Cuenta sueldo,1,Perdido
881,2025-05-27,Web,Cuenta sueldo,14,En gestión
882,2025-04-16,Presencial,Préstamo personal,10,En gestión
883,2025-06-17,Call center,Préstamo personal,4,En gestión
884,2025-06-10,Web,Cuenta sueldo,4,Perdido
885,2025-05-10,Presencial,Tarjeta de crédito,3,Convertido
886,2025-06-18,Web,Cuenta sueldo,20,Nuevo
887,2025-04-25,Call center,Préstamo personal,11,Convertido
888,2025-05-04,Presencial,Tarjeta de crédito,4,En gestión
889,2025-05-13,Call center,Préstamo personal,12,Perdido
890,2025-05-29,Web,Cuenta sueldo,5,Convertido
891,2025-06-24,Call center,Préstamo personal,16,Convertido
892,2025-06-26,Presencial,Cuenta sueldo,3,En gestión
893,2025-05-07,App,Cuenta sueldo,13,En gestión
894,2025-04-21,Call center,Tarjeta de crédito,16,Convertido
895,2025-06-24,App,Tarjeta de crédito,14,Convertido
896,2025-06-04,Call center,Cuenta sueldo,19,Convertido
897,2025-06-08,App,Tarjeta de crédito,1,En gestión
898,2025-05-26,Web,Tarjeta de crédito,18,En gestión
899,2025-04-17,App,Cuenta sueldo,2,Perdido
900,2025-04-28,Presencial,Cuenta sueldo,10,En gestión
901,2025-05-12,Call center,Cuenta sueldo,7,Convertido
902,2025-04-05,App,Tarjeta de crédito,1,Convertido
903,2025-05-28,Web,Tarjeta de crédito,20,Convertido
904,2025-06-09,Web,Cuenta sueldo,3,Nuevo
905,2025-05-26,Call center,Cuenta sueldo,6,En gestión
906,2025-04-28,App,Préstamo personal,17,Convertido
907,2025-05-22,Web,Tarjeta de crédito,4,Nuevo
908,2025-04-22,Web,Préstamo personal,6,Convertido
909,2025-04-08,Call center,Préstamo personal,9,Perdido
910,2025-05-19,Presencial,Préstamo personal,8,En gestión
911,2025-05-20,App,Tarjeta de crédito,3,Convertido
912,2025-06-15,App,Tarjeta de crédito,20,Nuevo
913,2025-04-30,Call center,Cuenta sueldo,18,Convertido
914,2025-06-04,Call center,Tarjeta de crédito,13,Convertido
915,2025-06-07,Call center,Cuenta sueldo,9,Nuevo
916,2025-06-20,Web,Tarjeta de crédito,20,Convertido
917,2025-04-22,Web,Cuenta sueldo,20,Nuevo
918,2025-06-23,Presencial,Cuenta sueldo,18,En gestión
919,2025-04-21,Web,Cuenta sueldo,9,Nuevo
920,2025-05-21,Web,Préstamo personal,16,Nuevo
921,2025-06-09,Presencial,Cuenta sueldo,10,Nuevo
922,2025-05-09,Presencial,Tarjeta de crédito,13,Convertido
923,2025-04-03,Web,Tarjeta de crédito,14,Convertido
924,2025-06-13,Call center,Tarjeta de crédito,19,Convertido
925,2025-05-09,Call center,Cuenta sueldo,3,Perdido
926,2025-06-08,App,Cuenta sueldo,5,Convertido
927,2025-04-16,Presencial,Tarjeta de crédito,5,En gestión
928,2025-06-25,Presencial,Préstamo personal,14,Nuevo
929,2025-04-06,Call center,Cuenta sueldo,7,Perdido
930,2025-05-09,Web,Cuenta sueldo,19,Convertido
931,2025-06-17,Presencial,Préstamo personal,3,En gestión
932,2025-04-14,Call center,Tarjeta de crédito,6,Perdido
933,2025-06-16,App,Cuenta sueldo,9,Convertido
934,2025-06-16,Presencial,Tarjeta de crédito,9,Convertido
935,2025-05-01,Call center,Cuenta sueldo,12,Convertido
936,2025-04-25,Presencial,Préstamo personal,20,Perdido
937,2025-05-30,Presencial,Cuenta sueldo,14,Convertido
938,2025-05-14,Web,Préstamo personal,8,Convertido
939,2025-05-09,App,Préstamo personal,13,Convertido
940,2025-04-24,Call center,Tarjeta de crédito,18,Perdido
941,2025-04-07,Call center,Cuenta sueldo,3,Nuevo
942,2025-04-19,Web,Tarjeta de crédito,14,Nuevo
943,2025-06-25,Presencial,Cuenta sueldo,11,En gestión
944,2025-04-13,Call center,Cuenta sueldo,16,Nuevo
945,2025-04-26,Call center,Cuenta sueldo,18,Nuevo
946,2025-04-16,Call center,Cuenta sueldo,7,En gestión
947,2025-05-27,Web,Préstamo personal,13,Nuevo
948,2025-05-06,Presencial,Tarjeta de crédito,16,En gestión
949,2025-04-10,App,Cuenta sueldo,14,En gestión
950,2025-06-05,App,Cuenta sueldo,5,Nuevo
951,2025-05-16,Call center,Cuenta sueldo,10,Convertido
952,2025-05-04,Presencial,Cuenta sueldo,2,Nuevo
953,2025-06-16,Call center,Tarjeta de crédito,10,Nuevo
954,2025-06-26,Presencial,Tarjeta de crédito,16,En gestión
955,2025-05-26,App,Préstamo personal,14,En gestión
956,2025-06-16,Call center,Cuenta sueldo,18,Convertido
957,2025-04-17,App,Tarjeta de crédito,11,Nuevo
958,2025-04-19,Call center,Cuenta sueldo,16,Convertido
959,2025-04-01,Call center,Tarjeta de crédito,17,Convertido
960,2025-06-20,App,Préstamo personal,15,Convertido
961,2025-06-12,App,Préstamo personal,13,En gestión
962,2025-05-29,App,Cuenta sueldo,19,Perdido
963,2025-04-26,Presencial,Tarjeta de crédito,1,En gestión
964,2025-06-14,Presencial,Préstamo personal,4,Convertido
965,2025-04-13,Call center,Préstamo personal,11,Nuevo
966,2025-05-10,App,Tarjeta de crédito,14,En gestión
967,2025-06-02,App,Préstamo personal,14,En gestión
968,2025-06-20,Call center,Préstamo personal,10,Convertido
969,2025-06-28,Web,Cuenta sueldo,4,Nuevo
970,2025-05-29,Web,Préstamo personal,14,Nuevo
971,2025-05-14,Web,Préstamo personal,15,Convertido
972,2025-05-10,Call center,Cuenta sueldo,8,Convertido
973,2025-04-04,Presencial,Tarjeta de crédito,14,Perdido
974,2025-05-28,Call center,Cuenta sueldo,12,Convertido
975,2025-04-24,Call center,Préstamo personal,8,Nuevo
976,2025-06-01,Call center,Cuenta sueldo,1,Nuevo
977,2025-05-18,Presencial,Préstamo personal,20,En gestión
978,2025-05-25,App,Préstamo personal,14,En gestión
979,2025-06-20,Call center,Cuenta sueldo,20,Convertido
980,2025-06-21,Call center,Cuenta sueldo,13,Perdido
981,2025-05-16,App,Tarjeta de crédito,11,Convertido
982,2025-06-04,Call center,Préstamo personal,9,Convertido
983,2025-04-11,Web,Cuenta sueldo,1,En gestión
984,2025-06-25,App,Cuenta sueldo,20,Convertido
985,2025-06-26,Call center,Cuenta sueldo,5,Perdido
986,2025-05-15,Presencial,Cuenta sueldo,8,Convertido
987,2025-04-25,Call center,Tarjeta de crédito,2,En gestión
988,2025-06-01,App,Préstamo personal,1,Convertido
989,2025-05-29,Web,Cuenta sueldo,5,En gestión
990,2025-05-22,App,Cuenta sueldo,3,En gestión
991,2025-05-15,Presencial,Cuenta sueldo,13,Nuevo
992,2025-06-20,Web,Tarjeta de crédito,3,En gestión
993,2025-05-13,Web,Cuenta sueldo,14,En gestión
994,2025-05-21,Presencial,Préstamo personal,15,Convertido
995,2025-05-25,App,Préstamo personal,19,Convertido
996,2025-05-25,Presencial,Tarjeta de crédito,16,Perdido
997,2025-04-14,Web,Cuenta sueldo,17,Convertido
998,2025-05-22,Web,Préstamo personal,1,Convertido
999,2025-04-29,App,Cuenta sueldo,11,Nuevo
1000,2025-05-30,Web,Préstamo personal,5,En gestión
1001,2025-05-06,Call center,Cuenta sueldo,3,En gestión
1002,2025-06-26,Presencial,Tarjeta de crédito,16,En gestión
1003,2025-06-16,Call center,Cuenta sueldo,9,Nuevo
1004,2025-06-03,Presencial,Tarjeta de crédito,4,Convertido
1005,2025-04-18,Call center,Tarjeta de crédito,15,En gestión
1006,2025-05-07,Presencial,Tarjeta de crédito,20,Nuevo
1007,2025-05-03,Call center,Tarjeta de crédito,7,Convertido
1008,2025-06-10,Web,Préstamo personal,9,Convertido
1009,2025-04-14,Presencial,Tarjeta de crédito,1,Nuevo
1010,2025-06-24,Presencial,Tarjeta de crédito,6,En gestión
1011,2025-04-28,Web,Cuenta sueldo,12,En gestión
1012,2025-06-23,Presencial,Cuenta sueldo,1,En gestión
1013,2025-05-20,Web,Préstamo personal,11,En gestión
1014,2025-04-03,Presencial,Cuenta sueldo,18,Nuevo
1015,2025-04-12,Presencial,Préstamo personal,7,Convertido
1016,2025-06-03,Web,Préstamo personal,14,Convertido
1017,2025-04-10,Call center,Tarjeta de crédito,2,Perdido
1018,2025-04-17,Call center,Cuenta sueldo,4,En gestión
1019,2025-05-12,Presencial,Préstamo personal,13,En gestión
1020,2025-05-01,Web,Tarjeta de crédito,1,Convertido
1021,2025-05-26,Call center,Tarjeta de crédito,5,Convertido
1022,2025-06-19,Web,Cuenta sueldo,16,Nuevo
1023,2025-06-29,Call center,Préstamo personal,10,En gestión
1024,2025-06-07,Presencial,Tarjeta de crédito,3,Convertido
1025,2025-05-29,Call center,Tarjeta de crédito,4,Convertido
1026,2025-05-30,App,Cuenta sueldo,1,Nuevo
1027,2025-06-10,Presencial,Préstamo personal,14,En gestión
1028,2025-06-19,Web,Cuenta sueldo,12,Convertido
1029,2025-05-13,Presencial,Cuenta sueldo,4,Nuevo
1030,2025-06-24,Presencial,Cuenta sueldo,9,En gestión
1031,2025-06-20,Call center,Tarjeta de crédito,6,Perdido
1032,2025-05-02,Call center,Cuenta sueldo,5,En gestión
1033,2025-04-04,App,Préstamo personal,14,Convertido
1034,2025-05-21,Call center,Tarjeta de crédito,11,Convertido
1035,2025-05-26,Presencial,Préstamo personal,8,Convertido
1036,2025-05-31,Call center,Cuenta sueldo,7,Nuevo
1037,2025-04-20,App,Tarjeta de crédito,13,Nuevo
1038,2025-04-01,Web,Tarjeta de crédito,7,Convertido
1039,2025-06-14,Presencial,Préstamo personal,15,Convertido
1040,2025-06-18,App,Cuenta sueldo,12,En gestión
1041,2025-04-20,Call center,Préstamo personal,17,En gestión
1042,2025-05-27,Call center,Cuenta sueldo,3,En gestión
1043,2025-05-04,App,Préstamo personal,10,Perdido
1044,2025-04-24,Web,Cuenta sueldo,15,Convertido
1045,2025-06-04,Web,Tarjeta de crédito,17,En gestión
1046,2025-05-10,Presencial,Cuenta sueldo,18,Nuevo
1047,2025-06-12,Call center,Cuenta sueldo,5,En gestión
1048,2025-04-09,Call center,Préstamo personal,11,Nuevo
1049,2025-06-20,Presencial,Tarjeta de crédito,4,Nuevo
1050,2025-05-29,Call center,Préstamo personal,14,Nuevo
1051,2025-05-30,App,Tarjeta de crédito,6,Convertido
1052,2025-05-21,Web,Préstamo personal,8,Perdido
1053,2025-04-30,App,Cuenta sueldo,2,Convertido
1054,2025-05-27,App,Préstamo personal,13,En gestión
1055,2025-06-24,Web,Cuenta sueldo,9,En gestión
1056,2025-06-02,App,Cuenta sueldo,12,Convertido
1057,2025-04-06,Call center,Préstamo personal,10,Convertido
1058,2025-05-10,App,Tarjeta de crédito,15,Nuevo
1059,2025-05-13,Web,Préstamo personal,16,En gestión
1060,2025-04-30,Web,Cuenta sueldo,9,Convertido
1061,2025-04-08,Web,Préstamo personal,12,Perdido
1062,2025-04-07,Web,Tarjeta de crédito,8,En gestión
1063,2025-04-26,Web,Cuenta sueldo,19,Convertido
1064,2025-06-08,App,Cuenta sueldo,4,En gestión
1065,2025-05-23,Presencial,Tarjeta de crédito,16,Convertido
1066,2025-06-27,Call center,Tarjeta de crédito,12,En gestión
1067,2025-05-10,Presencial,Tarjeta de crédito,11,Convertido
1068,2025-04-25,Presencial,Préstamo personal,17,Convertido
1069,2025-05-04,App,Préstamo personal,5,En gestión
1070,2025-05-27,Web,Cuenta sueldo,19,Convertido
1071,2025-04-12,Web,Cuenta sueldo,13,Convertido
1072,2025-05-30,Call center,Préstamo personal,6,En gestión
1073,2025-06-21,Presencial,Tarjeta de crédito,13,Convertido
1074,2025-06-29,App,Cuenta sueldo,19,Convertido
1075,2025-06-17,Presencial,Tarjeta de crédito,4,Perdido
1076,2025-04-29,Call center,Préstamo personal,5,En gestión
1077,2025-05-27,App,Préstamo personal,10,Convertido
1078,2025-05-22,Presencial,Cuenta sueldo,15,Nuevo
1079,2025-06-23,Presencial,Préstamo personal,4,Nuevo
1080,2025-05-27,Presencial,Cuenta sueldo,14,En gestión
1081,2025-04-20,Web,Cuenta sueldo,9,Nuevo
1082,2025-06-15,Presencial,Préstamo personal,18,Nuevo
1083,2025-06-08,Web,Préstamo personal,9,Nuevo
1084,2025-06-06,App,Tarjeta de crédito,19,Perdido
1085,2025-06-03,Presencial,Cuenta sueldo,2,En gestión
1086,2025-04-16,Presencial,Cuenta sueldo,13,En gestión
1087,2025-06-08,Web,Tarjeta de crédito,10,Convertido
1088,2025-06-05,Presencial,Préstamo personal,5,Convertido
1089,2025-05-09,App,Tarjeta de crédito,10,Nuevo
1090,2025-05-15,Call center,Préstamo personal,6,En gestión
1091,2025-04-30,Call center,Cuenta sueldo,5,Convertido
1092,2025-06-16,Call center,Tarjeta de crédito,14,En gestión
1093,2025-06-24,Call center,Tarjeta de crédito,1,Perdido
1094,2025-06-15,Web,Tarjeta de crédito,3,Convertido
1095,2025-06-16,Presencial,Cuenta sueldo,20,Convertido
1096,2025-05-09,Web,Tarjeta de crédito,17,En gestión
1097,2025-04-18,Web,Cuenta sueldo,2,En gestión
1098,2025-04-04,Web,Tarjeta de crédito,20,Nuevo
1099,2025-04-02,Presencial,Préstamo personal,16,Convertido
1100,2025-05-19,Web,Préstamo personal,7,Convertido
1101,2025-05-31,App,Tarjeta de crédito,10,Convertido
1102,2025-06-22,App,Cuenta sueldo,3,Nuevo
1103,2025-06-09,Web,Préstamo personal,4,En gestión
1104,2025-06-06,Web,Tarjeta de crédito,1,Convertido
1105,2025-06-05,Call center,Cuenta sueldo,8,Convertido
1106,2025-05-25,Web,Tarjeta de crédito,5,Convertido
1107,2025-06-10,App,Cuenta sueldo,17,Convertido
1108,2025-04-27,Web,Préstamo personal,16,En gestión
1109,2025-04-19,Presencial,Tarjeta de crédito,13,Convertido
1110,2025-04-09,Call center,Cuenta sueldo,1,En gestión
1111,2025-05-02,Web,Préstamo personal,13,Nuevo
1112,2025-06-20,Presencial,Cuenta sueldo,20,En gestión
1113,2025-05-21,Presencial,Cuenta sueldo,15,Convertido
1114,2025-05-15,App,Tarjeta de crédito,17,En gestión
1115,2025-05-22,Web,Cuenta sueldo,5,En gestión
1116,2025-05-27,Presencial,Tarjeta de crédito,5,En gestión
1117,2025-04-01,Presencial,Tarjeta de crédito,3,Perdido
1118,2025-06-18,Call center,Tarjeta de crédito,16,Convertido
1119,2025-06-04,Presencial,Cuenta sueldo,11,Convertido
1120,2025-06-09,Web,Préstamo personal,6,En gestión
1121,2025-06-21,Web,Tarjeta de crédito,16,En gestión
1122,2025-05-06,App,Préstamo personal,8,Nuevo
1123,2025-05-19,App,Préstamo personal,13,Convertido
1124,2025-06-07,Web,Préstamo personal,3,En gestión
1125,2025-04-27,Presencial,Préstamo personal,1,Perdido
1126,2025-05-05,Presencial,Cuenta sueldo,15,En gestión
1127,2025-06-06,App,Cuenta sueldo,9,En gestión
1128,2025-04-22,Presencial,Cuenta sueldo,7,Convertido
1129,2025-06-20,Web,Préstamo personal,4,En gestión
1130,2025-06-19,App,Cuenta sueldo,12,Convertido
1131,2025-05-22,Call center,Cuenta sueldo,7,Convertido
