oportunidad_id,lead_id,fecha_oportunidad,estado_oportunidad,producto_ofertado,monto_estimado
380,986,2025-05-15,Ganada,Cuenta sueldo,2341.37
381,988,2025-06-01,Ganada,Préstamo personal,1482.48
382,994,2025-05-21,Abierta,Préstamo personal,596.33
383,995,2025-05-25,Perdida,Préstamo personal,1613.47
384,997,2025-04-14,Perdida,Cuenta sueldo,2332.03
385,998,2025-05-22,Ganada,Préstamo personal,2554.91
386,1004,2025-06-03,Ganada,Tarjeta de crédito,3460.06
387,1007,2025-05-03,Ganada,Tarjeta de crédito,6510.64
388,1008,2025-06-10,Ganada,Préstamo personal,8353.52
389,1015,2025-04-12,Abierta,Préstamo personal,3141.46
390,1016,2025-06-03,Ganada,Préstamo personal,8227.25
391,1020,2025-05-01,Perdida,Tarjeta de crédito,9885.57
392,1021,2025-05-26,Ganada,Tarjeta de crédito,9010.38
393,1024,2025-06-07,Ganada,Tarjeta de crédito,6317.05
394,1025,2025-05-29,Perdida,Tarjeta de crédito,1476.06
395,1028,2025-06-19,Ganada,Cuenta sueldo,546.94
396,1033,2025-04-04,Ganada,Préstamo personal,5456.76
397,1034,2025-05-21,Ganada,Tarjeta de crédito,1372.09
398,1035,2025-05-26,Ganada,Préstamo personal,2455.97
399,1038,2025-04-01,Ganada,Tarjeta de crédito,5382.31
400,1039,2025-06-14,Perdida,Préstamo personal,1503.77
401,1044,2025-04-24,Ganada,Cuenta sueldo,2785.34
402,1051,2025-05-30,Ganada,Tarjeta de crédito,5189.35
403,1053,2025-04-30,Ganada,Cuenta sueldo,2768.29
404,1056,2025-06-02,Ganada,Cuenta sueldo,3235.8
405,1057,2025-04-06,Ganada,Préstamo personal,2117.21
406,1060,2025-04-30,Abierta,Cuenta sueldo,7722.48
407,1063,2025-04-26,Ganada,Cuenta sueldo,2668.73
408,1065,2025-05-23,Perdida,Tarjeta de crédito,2944.73
409,1067,2025-05-10,Ganada,Tarjeta de crédito,8641.08
410,1068,2025-04-25,Abierta,Préstamo personal,9797.06
411,1070,2025-05-27,Perdida,Cuenta sueldo,3914.49
412,1071,2025-04-12,Perdida,Cuenta sueldo,8832.87
413,1073,2025-06-21,Perdida,Tarjeta de crédito,3124.35
414,1074,2025-06-29,Ganada,Cuenta sueldo,6317.49
415,1077,2025-05-27,Ganada,Préstamo personal,3384.63
416,1087,2025-06-08,Abierta,Tarjeta de crédito,4640.25
417,1088,2025-06-05,Abierta,Préstamo personal,1789.06
418,1091,2025-04-30,Ganada,Cuenta sueldo,5286.24
419,1094,2025-06-15,Ganada,Tarjeta de crédito,3372.7
420,1095,2025-06-16,Ganada,Cuenta sueldo,3286.76
421,1099,2025-04-02,Perdida,Préstamo personal,1653.71
422,1100,2025-05-19,Ganada,Préstamo personal,9689.15
423,1101,2025-05-31,Perdida,Tarjeta de crédito,8153.36
424,1104,2025-06-06,Ganada,Tarjeta de crédito,1028.71
425,1105,2025-06-05,Ganada,Cuenta sueldo,8306.02
426,1106,2025-05-25,Abierta,Tarjeta de crédito,8276.23
427,1107,2025-06-10,Ganada,Cuenta sueldo,5023.5
428,1109,2025-04-19,Abierta,Tarjeta de crédito,4460.52
429,1113,2025-05-21,Ganada,Cuenta sueldo,586.64
430,1118,2025-06-18,Abierta,Tarjeta de crédito,7230.75
431,1119,2025-06-04,Ganada,Cuenta sueldo,6052.69
432,1123,2025-05-19,Ganada,Préstamo personal,1111.51
433,1128,2025-04-22,Ganada,Cuenta sueldo,5521.03
434,1130,2025-06-19,Ganada,Cuenta sueldo,8712.67
435,1131,2025-05-22,Ganada,Cuenta sueldo,3845.01
436,1143,2025-05-27,Ganada,Cuenta sueldo,9279.66
437,1148,2025-04-25,Ganada,Préstamo personal,3382.47
438,1149,2025-06-12,Perdida,Cuenta sueldo,6978.44
439,1156,2025-04-17,Abierta,Cuenta sueldo,1703.8
440,1158,2025-04-13,Ganada,Tarjeta de crédito,1662.58
441,1159,2025-05-05,Perdida,Tarjeta de crédito,4713.65
442,1165,2025-05-04,Ganada,Cuenta sueldo,840.74
443,1167,2025-05-28,Ganada,Tarjeta de crédito,9668.42
444,1168,2025-04-14,Ganada,Tarjeta de crédito,921.95
445,1169,2025-04-04,Abierta,Préstamo personal,7748.46
446,1171,2025-06-05,Ganada,Préstamo personal,8377.77
447,1176,2025-05-23,Ganada,Cuenta sueldo,5925.29
448,1177,2025-04-13,Perdida,Tarjeta de crédito,6275.99
449,1178,2025-04-14,Perdida,Tarjeta de crédito,8552.13
450,1181,2025-04-08,Abierta,Tarjeta de crédito,9021.92
451,1184,2025-06-10,Ganada,Cuenta sueldo,6718.71
452,1187,2025-06-10,Abierta,Préstamo personal,2729.62
453,1192,2025-04-20,Ganada,Tarjeta de crédito,9453.56
454,1195,2025-05-20,Ganada,Tarjeta de crédito,7942.94
455,1199,2025-05-27,Ganada,Préstamo personal,988.6
456,1205,2025-05-25,Ganada,Tarjeta de crédito,4479.08
457,1206,2025-06-16,Ganada,Préstamo personal,6055.18
458,1209,2025-04-24,Perdida,Préstamo personal,647.37
459,1210,2025-06-10,Ganada,Tarjeta de crédito,4963.67
460,1211,2025-05-13,Perdida,Tarjeta de crédito,1757.59
461,1214,2025-04-29,Perdida,Préstamo personal,929.76
462,1215,2025-05-13,Ganada,Tarjeta de crédito,4639.06
463,1217,2025-05-25,Ganada,Cuenta sueldo,6669.35
464,1220,2025-05-12,Ganada,Préstamo personal,8518.62
465,1228,2025-05-27,Abierta,Préstamo personal,9074.14
466,1229,2025-04-20,Abierta,Cuenta sueldo,2429.84
467,1230,2025-06-10,Perdida,Préstamo personal,3301.95
468,1234,2025-05-01,Ganada,Préstamo personal,5317.07
469,1235,2025-06-29,Abierta,Préstamo personal,1454.17
470,1236,2025-06-27,Perdida,Cuenta sueldo,838.54
471,1237,2025-05-29,Perdida,Cuenta sueldo,2591.99
