ID_Ticket,Fecha_Registro,Tipo_Solicitud,Cliente_ID,Agente_ID,Tiempo_1ra_Respuesta (min),Tiempo_Resolucion (hrs),Calificacion_Cliente,Satisfaccion (%),Es_Ticket_Formal (1/0)
TCK20031,2025-02-23,Requerimiento,C126,AG08,41,9.57,4,72,1
TCK20032,2025-02-13,Incidencia,C112,AG05,111,31.72,1,73,1
TCK20033,2025-02-13,Incidencia,C129,AG02,61,44.73,4,78,0
TCK20034,2025-02-26,Requerimiento,C108,AG08,233,14.75,4,84,1
TCK20035,2025-02-11,Requerimiento,C192,AG05,210,12.45,3,96,1
TCK20036,2025-02-22,Nueva Solicitud,C127,AG03,163,11.79,1,86,0
TCK20037,2025-02-02,Incidencia,C125,AG010,171,8.0,4,100,1
TCK20038,2025-02-19,Requerimiento,C122,AG01,62,62.22,4,96,0
TCK20039,2025-02-21,Incidencia,C140,AG05,174,44.87,4,85,1
TCK20040,2025-02-08,Requerimiento,C132,AG010,57,23.25,3,81,1
TCK20041,2025-02-01,Incidencia,C170,AG01,177,49.02,1,77,0
TCK20042,2025-02-21,Requerimiento,C111,AG01,136,30.0,4,72,0
TCK20043,2025-02-03,Incidencia,C149,AG01,175,18.3,5,79,1
TCK20044,2025-02-05,Incidencia,C113,AG01,160,11.91,2,81,1
TCK20045,2025-02-11,Incidencia,C151,AG06,197,28.23,4,83,0
TCK20046,2025-02-06,Requerimiento,C101,AG05,33,23.67,2,95,1
TCK20047,2025-02-27,Requerimiento,C184,AG06,73,32.32,4,75,1
TCK20048,2025-02-20,Requerimiento,C170,AG06,140,70.87,4,70,1
TCK20049,2025-02-21,Nueva Solicitud,C134,AG05,201,70.34,1,91,1
TCK20050,2025-02-11,Requerimiento,C120,AG09,95,31.0,5,96,1
TCK20051,2025-02-07,Incidencia,C153,AG03,33,31.91,4,76,1
TCK20052,2025-02-12,Incidencia,C131,AG03,122,36.6,4,90,0
TCK20053,2025-02-02,Requerimiento,C191,AG04,15,13.23,2,97,1
TCK20054,2025-02-27,Incidencia,C153,AG07,100,43.72,5,87,1
TCK20055,2025-02-01,Incidencia,C140,AG04,26,1.92,5,98,0
TCK20056,2025-02-18,Nueva Solicitud,C190,AG04,98,40.16,4,98,0
TCK20057,2025-02-02,Incidencia,C102,AG05,13,42.11,3,91,1
TCK20058,2025-02-09,Incidencia,C180,AG05,47,67.92,5,99,0
TCK20059,2025-02-19,Requerimiento,C149,AG01,11,58.57,5,90,1
TCK20060,2025-02-11,Nueva Solicitud,C180,AG01,229,18.97,4,76,1
TCK20061,2025-02-15,Incidencia,C148,AG03,224,37.18,5,99,0
TCK20062,2025-02-22,Incidencia,C178,AG04,237,27.07,3,73,1
TCK20063,2025-02-27,Incidencia,C159,AG04,107,71.71,4,82,1
TCK20064,2025-02-15,Nueva Solicitud,C127,AG09,170,3.44,5,95,0
TCK20065,2025-02-01,Incidencia,C170,AG08,206,63.02,3,83,0
TCK20066,2025-02-04,Nueva Solicitud,C155,AG06,96,59.76,4,88,1
TCK20067,2025-02-09,Requerimiento,C134,AG06,73,1.36,4,91,0
TCK20068,2025-02-11,Incidencia,C164,AG04,85,46.86,4,100,0
TCK20069,2025-02-09,Incidencia,C197,AG07,92,53.95,4,81,1
TCK20070,2025-02-17,Incidencia,C180,AG01,129,71.46,5,71,1
TCK20071,2025-02-16,Nueva Solicitud,C168,AG06,55,9.67,1,74,1
TCK20072,2025-02-23,Requerimiento,C180,AG08,111,13.32,5,79,1
TCK20073,2025-02-13,Nueva Solicitud,C154,AG09,126,54.28,1,96,1
TCK20074,2025-02-05,Incidencia,C191,AG02,47,48.86,3,99,0
TCK20075,2025-02-12,Incidencia,C159,AG010,143,3.97,3,75,1
TCK20076,2025-02-23,Requerimiento,C109,AG02,28,28.28,4,84,0
TCK20077,2025-02-10,Requerimiento,C163,AG02,33,20.82,3,93,1
TCK20078,2025-02-17,Requerimiento,C190,AG010,153,34.3,4,92,1
TCK20079,2025-02-06,Incidencia,C171,AG04,147,56.91,4,86,1
TCK20080,2025-02-15,Requerimiento,C157,AG02,200,37.59,4,76,1
TCK20081,2025-02-21,Incidencia,C151,AG010,17,36.89,3,96,1
TCK20082,2025-02-11,Requerimiento,C196,AG04,62,12.24,2,86,1
TCK20083,2025-02-01,Requerimiento,C193,AG08,173,35.15,2,87,0
TCK20084,2025-02-18,Incidencia,C131,AG09,51,43.9,5,95,1
TCK20085,2025-02-06,Incidencia,C134,AG09,107,62.57,1,86,1
TCK20086,2025-02-08,Incidencia,C162,AG02,125,12.91,4,72,1
TCK20087,2025-02-26,Incidencia,C164,AG02,167,24.37,3,93,1
TCK20088,2025-02-11,Incidencia,C163,AG06,171,57.79,4,87,0
TCK20089,2025-02-22,Incidencia,C156,AG05,69,16.64,3,79,1
TCK20090,2025-02-25,Incidencia,C136,AG010,157,45.71,3,92,1
TCK20091,2025-02-25,Incidencia,C187,AG08,13,59.74,4,99,1
TCK20092,2025-02-09,Incidencia,C167,AG010,170,18.79,4,76,1
TCK20093,2025-02-05,Nueva Solicitud,C117,AG04,161,5.78,4,88,0
TCK20094,2025-02-19,Nueva Solicitud,C136,AG04,39,33.92,1,94,0
TCK20095,2025-02-16,Requerimiento,C177,AG010,145,38.86,5,79,0
TCK20096,2025-02-10,Nueva Solicitud,C102,AG03,230,9.46,4,92,1
TCK20097,2025-02-03,Nueva Solicitud,C114,AG07,193,12.13,5,98,1
TCK20098,2025-02-09,Requerimiento,C179,AG04,28,71.76,4,89,1
TCK20099,2025-02-06,Requerimiento,C191,AG04,128,44.0,4,92,0
TCK20100,2025-02-03,Incidencia,C121,AG03,73,44.41,4,72,1
TCK20101,2025-02-23,Requerimiento,C128,AG08,22,21.7,2,82,1
TCK20102,2025-02-15,Requerimiento,C166,AG03,207,29.47,3,78,1
TCK20103,2025-02-24,Nueva Solicitud,C149,AG01,169,26.84,4,74,1
TCK20104,2025-02-12,Nueva Solicitud,C137,AG05,179,26.54,3,90,1
TCK20105,2025-02-05,Incidencia,C180,AG03,72,60.67,1,73,0
TCK20106,2025-02-09,Incidencia,C103,AG08,35,47.69,5,90,0
TCK20107,2025-02-07,Requerimiento,C112,AG010,170,44.36,2,92,1
TCK20108,2025-02-18,Nueva Solicitud,C149,AG06,91,39.52,2,85,1
TCK20109,2025-02-24,Requerimiento,C170,AG04,230,16.15,3,91,0
TCK20110,2025-02-01,Requerimiento,C113,AG08,220,1.61,2,100,1
TCK20111,2025-02-01,Incidencia,C198,AG02,9,6.34,3,80,1
TCK20112,2025-02-10,Incidencia,C133,AG04,26,2.08,3,95,1
TCK20113,2025-02-18,Incidencia,C133,AG05,199,9.29,3,71,1
TCK20114,2025-02-10,Incidencia,C192,AG05,98,32.44,3,98,1
TCK20115,2025-02-21,Requerimiento,C136,AG04,65,54.31,4,94,1
TCK20116,2025-02-27,Requerimiento,C178,AG01,222,28.71,4,75,1
TCK20117,2025-02-18,Incidencia,C116,AG03,116,71.76,5,98,0
TCK20118,2025-02-11,Incidencia,C113,AG05,179,14.93,5,91,0
TCK20119,2025-02-20,Nueva Solicitud,C122,AG03,108,49.44,5,81,1
TCK20120,2025-02-22,Incidencia,C186,AG02,239,64.48,3,73,0
TCK20121,2025-02-06,Incidencia,C158,AG02,106,23.97,5,88,1
TCK20122,2025-02-11,Requerimiento,C135,AG01,18,22.47,4,95,1
TCK20123,2025-02-25,Nueva Solicitud,C192,AG09,43,68.06,5,90,0
TCK20124,2025-02-25,Requerimiento,C172,AG08,166,49.34,2,100,1
TCK20125,2025-02-25,Nueva Solicitud,C126,AG06,87,61.19,5,81,0
TCK20126,2025-02-16,Nueva Solicitud,C109,AG06,211,45.53,5,78,1
TCK20127,2025-02-07,Incidencia,C150,AG010,214,51.16,3,97,1
TCK20128,2025-02-19,Incidencia,C155,AG03,210,1.06,4,82,1
TCK20129,2025-02-25,Requerimiento,C164,AG010,16,24.84,2,91,1
TCK20130,2025-02-09,Requerimiento,C105,AG03,99,46.11,3,98,1
TCK20131,2025-02-07,Incidencia,C110,AG03,9,51.58,3,90,1
TCK20132,2025-02-23,Incidencia,C196,AG04,68,10.18,4,72,1
TCK20133,2025-02-04,Requerimiento,C137,AG09,145,46.75,4,79,1
TCK20134,2025-02-12,Incidencia,C111,AG01,106,49.11,5,96,1
TCK20135,2025-02-15,Requerimiento,C172,AG02,29,11.67,3,80,1
TCK20136,2025-02-07,Incidencia,C155,AG06,120,66.22,4,93,0
TCK20137,2025-02-21,Requerimiento,C196,AG02,19,35.76,1,95,1
TCK20138,2025-02-25,Nueva Solicitud,C185,AG08,31,36.39,5,76,0
TCK20139,2025-02-12,Incidencia,C186,AG05,230,3.5,5,90,1
TCK20140,2025-02-19,Nueva Solicitud,C135,AG05,197,6.99,4,76,1
TCK20141,2025-02-12,Nueva Solicitud,C133,AG04,236,21.15,1,93,1
TCK20142,2025-02-02,Incidencia,C170,AG09,54,52.56,5,97,0
TCK20143,2025-02-26,Incidencia,C183,AG06,120,22.61,1,96,0
TCK20144,2025-02-16,Incidencia,C186,AG07,41,68.97,5,87,1
TCK20145,2025-02-25,Requerimiento,C106,AG01,45,33.34,5,76,1
TCK20146,2025-02-24,Requerimiento,C108,AG04,68,26.67,5,95,0
TCK20147,2025-02-18,Requerimiento,C101,AG010,31,55.38,2,83,0
TCK20148,2025-02-26,Incidencia,C170,AG06,171,17.82,5,99,1
TCK20149,2025-02-19,Requerimiento,C157,AG09,142,20.65,4,78,1
TCK20150,2025-02-05,Requerimiento,C184,AG02,74,26.01,4,97,1
TCK20151,2025-02-02,Incidencia,C132,AG05,41,24.15,3,93,1
TCK20152,2025-02-11,Requerimiento,C161,AG08,202,1.94,5,93,0
TCK20153,2025-02-11,Incidencia,C115,AG04,223,70.69,5,100,1
TCK20154,2025-02-27,Incidencia,C114,AG06,85,40.54,3,71,1
TCK20155,2025-02-04,Incidencia,C110,AG03,171,23.7,3,80,1
TCK20156,2025-02-02,Requerimiento,C151,AG05,155,46.62,5,93,0
TCK20157,2025-02-11,Requerimiento,C112,AG07,106,22.11,4,73,1
TCK20158,2025-02-14,Requerimiento,C153,AG07,208,31.48,4,79,1
TCK20159,2025-02-14,Incidencia,C142,AG010,145,58.38,3,91,1
TCK20160,2025-02-23,Requerimiento,C123,AG06,12,17.71,5,82,0
TCK20161,2025-02-01,Incidencia,C123,AG06,107,18.29,4,78,1
TCK20162,2025-02-11,Nueva Solicitud,C104,AG05,132,6.6,4,81,0
TCK20163,2025-02-12,Requerimiento,C184,AG09,147,59.38,4,88,0
TCK20164,2025-02-06,Incidencia,C116,AG03,69,47.07,5,91,1
TCK20165,2025-02-18,Requerimiento,C185,AG02,60,13.16,4,73,0
TCK20166,2025-02-11,Incidencia,C138,AG07,87,21.68,3,73,1
TCK20167,2025-02-06,Incidencia,C114,AG05,158,33.52,4,100,0
TCK20168,2025-02-01,Requerimiento,C153,AG09,25,25.48,4,90,1
TCK20169,2025-02-09,Incidencia,C184,AG03,86,42.3,4,78,1
TCK20170,2025-02-20,Requerimiento,C100,AG03,213,28.15,3,76,1
TCK20171,2025-02-10,Incidencia,C177,AG03,197,1.88,5,81,1
TCK20172,2025-02-05,Incidencia,C189,AG06,140,5.16,5,72,1
TCK20173,2025-02-15,Incidencia,C194,AG03,67,28.43,4,91,1
TCK20174,2025-02-06,Incidencia,C197,AG04,110,38.43,1,79,0
TCK20175,2025-02-20,Incidencia,C167,AG09,38,59.64,5,90,1
TCK20176,2025-02-08,Nueva Solicitud,C167,AG06,30,55.54,5,83,1
TCK20177,2025-02-22,Nueva Solicitud,C148,AG010,9,51.28,5,93,1
TCK20178,2025-02-04,Requerimiento,C135,AG07,155,9.23,1,99,1
TCK20179,2025-02-18,Incidencia,C149,AG08,116,47.05,4,82,0
TCK20180,2025-02-20,Incidencia,C177,AG07,99,6.07,5,95,1
TCK20181,2025-02-01,Incidencia,C165,AG010,90,22.22,4,72,1
TCK20182,2025-02-03,Incidencia,C125,AG08,63,68.02,4,71,1
TCK20183,2025-02-09,Requerimiento,C111,AG06,213,40.57,2,74,0
TCK20184,2025-02-11,Incidencia,C132,AG08,128,19.87,4,80,1
TCK20185,2025-02-15,Nueva Solicitud,C100,AG04,9,8.78,3,91,1
TCK20186,2025-02-24,Incidencia,C171,AG01,127,69.97,5,83,1
TCK20187,2025-02-18,Requerimiento,C103,AG02,29,61.61,4,88,0
TCK20188,2025-02-13,Requerimiento,C129,AG010,40,69.88,3,91,0
TCK20189,2025-02-04,Incidencia,C108,AG01,166,9.5,2,73,1
TCK20190,2025-02-15,Requerimiento,C101,AG04,192,6.99,3,84,0
TCK20191,2025-02-14,Requerimiento,C178,AG05,59,66.61,2,96,1
TCK20192,2025-02-12,Incidencia,C196,AG06,68,50.68,5,78,1
TCK20193,2025-02-25,Requerimiento,C161,AG09,73,58.58,5,73,1
TCK20194,2025-02-13,Requerimiento,C149,AG03,60,52.9,5,91,0
TCK20195,2025-02-22,Nueva Solicitud,C104,AG010,27,15.23,3,74,1
TCK20196,2025-02-09,Incidencia,C190,AG010,12,57.66,5,84,0
TCK20197,2025-02-07,Requerimiento,C185,AG02,151,61.3,1,86,1
TCK20198,2025-02-03,Incidencia,C123,AG06,76,40.54,4,73,0
TCK20199,2025-02-06,Nueva Solicitud,C187,AG01,170,22.44,3,90,1
TCK20200,2025-02-07,Incidencia,C153,AG03,221,42.93,2,73,1
TCK20201,2025-02-16,Incidencia,C131,AG02,98,26.2,3,92,0
TCK20202,2025-02-15,Incidencia,C115,AG02,30,49.54,2,77,1
TCK20203,2025-02-04,Incidencia,C174,AG07,206,71.73,4,91,1
TCK20204,2025-02-25,Incidencia,C185,AG06,192,55.92,3,86,0
TCK20205,2025-02-26,Requerimiento,C183,AG01,235,19.52,5,91,1
TCK20206,2025-02-21,Incidencia,C172,AG01,180,68.08,2,85,0
TCK20207,2025-02-23,Nueva Solicitud,C110,AG05,112,39.14,5,84,0
TCK20208,2025-02-01,Incidencia,C100,AG06,174,44.61,5,70,1
TCK20209,2025-02-13,Incidencia,C199,AG01,35,30.69,5,75,1
TCK20210,2025-02-06,Incidencia,C173,AG08,108,26.42,1,74,1
TCK20211,2025-02-21,Nueva Solicitud,C115,AG07,127,59.65,3,94,0
TCK20212,2025-02-08,Requerimiento,C185,AG07,208,48.58,4,99,1
TCK20213,2025-02-05,Requerimiento,C193,AG010,217,64.44,4,92,0
TCK20214,2025-02-26,Nueva Solicitud,C113,AG05,151,35.72,3,84,1
TCK20215,2025-02-15,Incidencia,C148,AG01,26,6.72,3,85,1
TCK20216,2025-02-02,Nueva Solicitud,C136,AG09,26,25.3,2,99,1
TCK20217,2025-02-22,Requerimiento,C133,AG06,147,38.69,4,84,1
TCK20218,2025-02-06,Requerimiento,C180,AG06,223,47.81,5,94,1
TCK20219,2025-02-09,Incidencia,C185,AG08,188,57.6,5,83,0
TCK20220,2025-02-08,Requerimiento,C102,AG08,19,1.46,5,78,1
TCK20221,2025-02-25,Requerimiento,C171,AG09,103,71.1,1,79,1
TCK20222,2025-02-10,Requerimiento,C118,AG08,77,19.99,2,99,0
TCK20223,2025-02-17,Incidencia,C129,AG06,40,41.95,4,76,0
TCK20224,2025-02-09,Requerimiento,C190,AG07,202,58.42,4,93,0
TCK20225,2025-02-19,Incidencia,C169,AG05,192,33.35,5,75,1
TCK20226,2025-02-16,Requerimiento,C120,AG05,38,39.04,5,100,1
TCK20227,2025-02-27,Requerimiento,C165,AG07,150,24.37,5,95,1
TCK20228,2025-02-02,Incidencia,C168,AG05,60,5.8,1,100,1
TCK20229,2025-02-18,Incidencia,C135,AG08,219,16.37,2,78,0
TCK20230,2025-02-04,Nueva Solicitud,C164,AG06,88,40.93,3,91,0
TCK20231,2025-02-26,Nueva Solicitud,C109,AG03,78,56.5,5,86,0
TCK20232,2025-02-04,Incidencia,C189,AG05,237,10.37,4,72,1
TCK20233,2025-02-24,Incidencia,C174,AG02,124,1.65,5,98,1
TCK20234,2025-02-22,Incidencia,C155,AG01,106,13.56,5,96,0
TCK20235,2025-02-07,Incidencia,C130,AG01,146,63.14,3,88,0
TCK20236,2025-02-01,Incidencia,C168,AG01,127,23.4,4,73,1
TCK20237,2025-02-20,Incidencia,C199,AG010,122,43.02,5,94,1
TCK20238,2025-02-06,Nueva Solicitud,C159,AG08,39,9.98,2,84,1
TCK20239,2025-02-20,Requerimiento,C112,AG08,164,23.17,3,76,1
TCK20240,2025-02-14,Nueva Solicitud,C151,AG04,45,2.46,5,91,1
TCK20241,2025-02-26,Nueva Solicitud,C156,AG03,67,64.91,4,83,0
TCK20242,2025-02-21,Incidencia,C153,AG02,146,6.73,1,83,1
TCK20243,2025-02-10,Nueva Solicitud,C162,AG06,191,36.35,3,75,1
TCK20244,2025-02-09,Incidencia,C140,AG01,84,39.62,4,77,1
TCK20245,2025-02-19,Nueva Solicitud,C172,AG01,79,37.53,5,94,1
TCK20246,2025-02-09,Requerimiento,C189,AG09,122,11.78,1,78,0
TCK20247,2025-02-25,Incidencia,C146,AG04,164,16.22,4,72,1
TCK20248,2025-02-08,Requerimiento,C137,AG05,57,67.05,5,87,1
TCK20249,2025-02-07,Incidencia,C199,AG07,94,43.3,3,95,0
TCK20250,2025-02-26,Incidencia,C132,AG03,137,3.52,2,90,0
TCK20251,2025-02-11,Incidencia,C123,AG07,48,59.91,2,71,0
TCK20252,2025-02-07,Incidencia,C199,AG02,209,20.6,3,96,0
TCK20253,2025-02-25,Requerimiento,C132,AG08,174,3.69,4,79,0
TCK20254,2025-02-15,Incidencia,C127,AG03,208,33.45,3,87,0
TCK20255,2025-02-11,Incidencia,C161,AG02,151,48.6,4,100,0
TCK20256,2025-02-21,Requerimiento,C130,AG08,7,6.56,5,93,1
TCK20257,2025-02-21,Nueva Solicitud,C127,AG010,144,43.6,1,78,1
TCK20258,2025-02-17,Requerimiento,C133,AG02,191,11.84,5,84,1
TCK20259,2025-02-18,Requerimiento,C118,AG04,31,45.29,5,94,0
TCK20260,2025-02-23,Incidencia,C174,AG08,219,48.41,1,82,1
TCK20261,2025-02-04,Incidencia,C137,AG010,84,70.5,3,84,1
TCK20262,2025-02-06,Incidencia,C183,AG08,97,14.58,4,87,1
TCK20263,2025-02-20,Requerimiento,C117,AG06,40,4.38,4,74,1
TCK20264,2025-02-27,Incidencia,C150,AG09,65,21.76,4,85,1
TCK20265,2025-02-03,Nueva Solicitud,C168,AG07,43,59.99,5,92,0
TCK20266,2025-02-06,Incidencia,C181,AG03,200,9.85,4,84,1
TCK20267,2025-02-21,Nueva Solicitud,C180,AG04,117,1.28,3,99,1
TCK20268,2025-02-14,Incidencia,C197,AG04,129,23.38,4,87,1
TCK20269,2025-02-23,Incidencia,C154,AG010,153,23.22,5,91,1
TCK20270,2025-02-05,Nueva Solicitud,C193,AG07,58,10.38,2,88,1
TCK20271,2025-02-04,Requerimiento,C167,AG03,234,47.9,1,87,0
TCK20272,2025-02-06,Nueva Solicitud,C141,AG03,160,53.04,4,91,1
TCK20273,2025-02-20,Requerimiento,C115,AG04,103,10.38,4,96,1
TCK20274,2025-02-19,Incidencia,C190,AG010,240,11.34,5,86,1
TCK20275,2025-02-27,Nueva Solicitud,C176,AG010,44,24.43,3,87,1
TCK20276,2025-02-17,Incidencia,C128,AG07,162,21.51,3,98,0
TCK20277,2025-02-09,Requerimiento,C192,AG08,216,42.81,2,92,1
TCK20278,2025-02-04,Incidencia,C160,AG09,11,18.88,4,82,0
TCK20279,2025-02-20,Requerimiento,C149,AG04,160,21.8,5,79,0
TCK20280,2025-02-27,Incidencia,C112,AG09,179,29.18,5,81,1
TCK20281,2025-02-12,Requerimiento,C165,AG06,237,51.0,2,76,0
TCK20282,2025-02-26,Incidencia,C137,AG010,180,69.54,5,96,0
TCK20283,2025-02-08,Incidencia,C158,AG08,52,50.44,4,80,1
TCK20284,2025-02-13,Incidencia,C181,AG010,71,44.13,2,91,0
TCK20285,2025-02-13,Requerimiento,C184,AG01,82,33.63,4,83,0
TCK20286,2025-02-20,Incidencia,C124,AG010,19,51.8,5,99,1
TCK20287,2025-02-20,Incidencia,C116,AG04,63,17.96,1,84,1
TCK20288,2025-02-02,Incidencia,C179,AG02,126,44.34,4,87,1
TCK20289,2025-02-07,Incidencia,C138,AG05,221,39.77,4,76,0
TCK20290,2025-02-25,Requerimiento,C164,AG01,171,50.07,4,79,1
TCK20291,2025-02-26,Incidencia,C184,AG05,76,30.53,3,74,1
TCK20292,2025-02-10,Incidencia,C113,AG06,151,66.42,3,82,1
TCK20293,2025-02-15,Requerimiento,C176,AG03,58,39.37,5,92,0
TCK20294,2025-02-03,Incidencia,C139,AG01,42,40.57,4,71,0
TCK20295,2025-02-16,Nueva Solicitud,C147,AG010,183,40.55,5,70,0
TCK20296,2025-02-11,Incidencia,C100,AG08,56,21.76,5,70,1
TCK20297,2025-02-17,Requerimiento,C159,AG010,138,11.37,2,96,0
TCK20298,2025-02-07,Requerimiento,C195,AG09,131,21.85,2,81,1
TCK20299,2025-02-09,Requerimiento,C100,AG08,116,13.13,1,71,1
TCK20300,2025-02-21,Incidencia,C184,AG03,129,12.4,3,72,1
TCK20301,2025-02-04,Incidencia,C145,AG09,194,31.01,3,79,1
TCK20302,2025-02-11,Nueva Solicitud,C105,AG07,176,19.76,4,95,1
TCK20303,2025-02-18,Nueva Solicitud,C197,AG05,114,11.32,5,75,1
TCK20304,2025-02-10,Nueva Solicitud,C193,AG02,11,58.85,3,91,1
TCK20305,2025-02-07,Incidencia,C157,AG09,176,21.23,5,83,1
TCK20306,2025-02-16,Incidencia,C147,AG04,95,26.13,2,94,0
TCK20307,2025-02-21,Incidencia,C198,AG07,126,56.78,3,98,1
TCK20308,2025-02-08,Incidencia,C114,AG08,114,55.37,4,90,1
TCK20309,2025-02-01,Nueva Solicitud,C183,AG03,171,40.45,4,86,1
TCK20310,2025-02-19,Requerimiento,C106,AG02,148,7.07,3,92,1
TCK20311,2025-02-21,Requerimiento,C133,AG05,189,16.14,5,85,0
TCK20312,2025-02-23,Requerimiento,C153,AG02,124,39.39,1,95,0
TCK20313,2025-02-09,Incidencia,C139,AG06,223,45.39,5,78,1
TCK20314,2025-02-13,Incidencia,C142,AG02,34,67.84,5,95,0
TCK20315,2025-02-24,Nueva Solicitud,C150,AG07,168,57.2,5,97,1
TCK20316,2025-02-10,Requerimiento,C165,AG07,146,8.86,3,71,1
TCK20317,2025-02-04,Requerimiento,C149,AG08,25,62.8,2,84,1
TCK20318,2025-02-09,Requerimiento,C198,AG04,83,59.04,4,93,0
TCK20319,2025-02-07,Incidencia,C146,AG07,141,8.14,5,81,1
TCK20320,2025-02-16,Incidencia,C144,AG02,81,12.03,3,98,1
TCK20321,2025-02-05,Incidencia,C151,AG08,118,4.18,3,76,1
TCK20322,2025-02-08,Requerimiento,C153,AG09,165,39.38,5,87,1
TCK20323,2025-02-13,Requerimiento,C105,AG03,42,59.41,4,93,1
TCK20324,2025-02-06,Requerimiento,C100,AG01,169,64.13,4,89,1
TCK20325,2025-02-06,Incidencia,C189,AG05,112,3.71,2,84,1
TCK20326,2025-02-24,Nueva Solicitud,C162,AG04,13,5.53,5,98,1
TCK20327,2025-02-15,Requerimiento,C171,AG09,164,54.49,5,96,1
TCK20328,2025-02-25,Incidencia,C185,AG01,132,46.42,2,87,0
TCK20329,2025-02-01,Incidencia,C163,AG09,8,45.66,5,100,1
TCK20330,2025-02-25,Requerimiento,C129,AG09,158,25.28,5,76,1
TCK20331,2025-02-09,Nueva Solicitud,C155,AG09,80,48.18,3,86,1
TCK20332,2025-02-12,Incidencia,C148,AG09,131,67.09,4,96,0
TCK20333,2025-02-14,Incidencia,C184,AG010,19,16.7,5,94,0
TCK20334,2025-02-08,Incidencia,C153,AG04,91,48.23,4,73,1
TCK20335,2025-02-07,Incidencia,C115,AG03,128,53.84,1,86,1
TCK20336,2025-02-24,Nueva Solicitud,C165,AG02,83,41.76,2,93,1
TCK20337,2025-02-08,Incidencia,C116,AG08,44,27.71,5,71,1
TCK20338,2025-02-18,Incidencia,C131,AG04,150,60.79,2,72,1
TCK20339,2025-02-01,Requerimiento,C148,AG03,48,8.62,5,75,1
TCK20340,2025-02-10,Incidencia,C128,AG05,57,71.21,5,93,1
TCK20341,2025-02-19,Requerimiento,C171,AG03,150,29.02,3,87,1
TCK20342,2025-02-05,Requerimiento,C156,AG01,127,69.5,3,91,1
TCK20343,2025-02-03,Incidencia,C170,AG09,77,7.61,4,92,1
TCK20344,2025-02-25,Requerimiento,C107,AG02,118,55.41,5,95,1
TCK20345,2025-02-22,Incidencia,C188,AG02,55,39.97,4,89,0
TCK20346,2025-02-01,Incidencia,C156,AG010,101,22.27,4,92,1
TCK20347,2025-02-10,Nueva Solicitud,C120,AG010,228,44.53,4,92,1
TCK20348,2025-02-10,Incidencia,C147,AG03,181,64.68,1,99,0
TCK20349,2025-02-12,Incidencia,C144,AG05,28,20.16,4,75,1
TCK20350,2025-02-20,Nueva Solicitud,C117,AG08,140,12.31,5,79,1
TCK20351,2025-02-15,Incidencia,C165,AG08,15,66.15,3,78,1
TCK20352,2025-02-08,Nueva Solicitud,C162,AG010,23,63.66,4,87,0
TCK20353,2025-02-02,Requerimiento,C129,AG09,140,4.71,4,96,1
